대학,학과,전형,질문,답변,원본파일
가천대학교(성남),게임·영상학과,학생부종합(조기취업형 계약학과),자기소개 먼저 부탁드려도 될까요?,(준비한 자기소개 함.),18ecadde-_______5.xlsx
가천대학교(성남),게임·영상학과,학생부종합(조기취업형 계약학과),제페토는 해보셨어요?,"네 해봤습니다. ~~로 제페토를 접하게 되었고, ~한 점이 좋아 기억에 남는 게임입니다.",18ecadde-_______5.xlsx
가천대학교(성남),게임·영상학과,학생부종합(조기취업형 계약학과),"제페토 어떤 점, 콘텐츠가 좋았나요?",저는 ~~한 것이 좋다고 생각했습니다. ~~했기 때문입니다.,18ecadde-_______5.xlsx
가천대학교(성남),게임·영상학과,학생부종합(조기취업형 계약학과),콘텐츠를 직접 만든다면 어떤 콘텐츠를 추가하고 싶나요?,저는 공포 콘텐츠를 추가했으면 좋겠습니다.,18ecadde-_______5.xlsx
가천대학교(성남),게임·영상학과,학생부종합(조기취업형 계약학과),공포에도 다양한 종류가 있죠. 자세하게 구상해본다면요?,"유령 같은 무서운 시각적 요소도 좋지만, 제페토는 캐릭터가 동글동글하고 귀엽다는 특징이 있습 니다. 그래서 깜짝 놀라게 하는 요소나 청각적인 요소를 사용해서 공포 콘텐츠를 만드는 것이 좋 다고 생각합니다.",18ecadde-_______5.xlsx
가천대학교(성남),게임·영상학과,학생부종합(조기취업형 계약학과),기획을 하는 능력을 키우기 위해 한 노력이 있다면?,저는 ~~하는 습관을 기르고 ~~하며 ~~한 포트폴리오를 작성했습니다.,18ecadde-_______5.xlsx
가천대학교(성남),게임·영상학과,학생부종합(조기취업형 계약학과),포트폴리오 짧게 소개?,(포폴 내용 요약),18ecadde-_______5.xlsx
가천대학교(성남),게임·영상학과,학생부종합(조기취업형 계약학과),왜 많은 게임도 있지만 메타버스를 선택했는지?,메타버스에 관심이 많았기 때문입니다. 메타버스는 ~~하고 ~~하는 점이 제게 매력적으로 다가왔 고~ 하기 때문에 메타버스를 선택하게 되었습니다.,18ecadde-_______5.xlsx
가천대학교(성남),게임·영상학과,학생부종합(조기취업형 계약학과),마지막 할 말 있으신가요?,(준비한 대사),18ecadde-_______5.xlsx
가천대학교(성남),게임영상학과,학생부종합(조기취업계약학과),회사 지원 동기 말씀해 주세요.,"저는 즐거움을 줄 수 있는 회사에 입사하고 싶단 생각을 했었습니다. 그래서 아트노바가 운영중인 벨섬 테마파크를 처음 봤을 때, 한국의 대표적 관광지인 제주도에서 전시, 공연 등에 참여하여 일 하게 된다면, 제가 아트노바의 3d그래픽 디자이너로 일하면서 사람들에게 즐거움을 줌과 동시에 저도 열정적으로 몰입하며 일할 수 있을 것 같아 지원하게 됐습니다.",18ecadde-_______5.xlsx
가천대학교(성남),게임영상학과,학생부종합(조기취업계약학과),포트폴리오를 주로 배경으로 만드신 이유가 있나요?,"저는 처음에 모델링을 캐릭터로 하고 싶었지만, 3d모델러를 장래로 희망한 지 얼마 되지 않아 시 간이 부족해 배경을 위주로 만들었었습니다.",18ecadde-_______5.xlsx
가천대학교(성남),게임영상학과,학생부종합(조기취업계약학과),3d max 어디서 배우셨나요?,"독학으로 프로그램을 공부하기엔 포트폴리오를 제작하기에 너무 시간이 많이 걸릴 것 같아서, 학 원을 다니면서 배웠었습니다.",18ecadde-_______5.xlsx
가천대학교(성남),게임영상학과,학생부종합(조기취업계약학과),3d max랑 포토샵 말고 엔진이나 뭐 또 다룰 줄 아는 프로그램 있으십니까?,다른 건 배워 본 적 없습니다.,18ecadde-_______5.xlsx
가천대학교(성남),게임영상학과,학생부종합(조기취업계약학과),전에 미술 배운 적 있으십니까?,"학교 미술시간에서만 미술을 배워봤고, 학원을 다니든가 전문적으로 배워 본 적 없습니다.",18ecadde-_______5.xlsx
가천대학교(성남),게임영상학과,학생부종합(조기취업계약학과),포트폴리오에 실내 공간에 채색을 왜 반반 다르게 하셨나요?,"포트폴리오 하나에 여러 가지 분위기로 주고 싶었고 또, 제가 발휘할 수 있는 능력을 최대한 담고 싶어서 그렇게 제작 했습니다. ◈ 가천대학교 - 9 -",18ecadde-_______5.xlsx
가천대학교(성남),게임영상학과,학생부종합(조기취업계약학과),3d max 어디서 배우셨나요?,"앞서 말했듯이, 독학으로 프로그램을 공부하기엔 포트폴리오를 제작하기에 너무 시간이 많이 걸릴 것 같아서 학원을 다니면서 배웠었습니다.",18ecadde-_______5.xlsx
가천대학교(성남),게임영상학과,학생부종합(조기취업계약학과),생기부 질문을 하나 하겠습니다. 경제입니다. 통합사회 시간에 정부와 노동자에 대한 기사를 바탕 으로 글을 쓰셨는데 이거에 대해서 간략하게 정리 부탁드립니다.,기억이 잘 나지 않습니다. 죄송합니다.,18ecadde-_______5.xlsx
가천대학교(성남),게임영상학과,학생부종합(조기취업계약학과),"그럼 다른 질문으로, 사회문화 시간에 온라인 패션 시장에 대해서 조사 하신 것 기억 납니까?",네 기억납니다.,18ecadde-_______5.xlsx
가천대학교(성남),게임영상학과,학생부종합(조기취업계약학과),조사한 것에 대해서 설명 부탁드립니다.,온라인 패션 시장에 대한 장점 위주로 답변함. (중간에 내용이 많다고 정리해서 말해달라고 말 끊 으셔서 당황해 가지고 어떻게 답변했는지 잘 기억이 안 남...),18ecadde-_______5.xlsx
가천대학교(성남),게임영상학과,학생부종합(조기취업계약학과),하실 말씀 있으시면 해주세요.,저는 앞으로도 계속해서 발전하여 결과물로 제 능력을 증명할 수 있는 모델러가 될 것입니다. 가 천대에 입학하게 된다면 가천대에 어울릴만한 인재가 되기 위해 꾸준히 노력하겠습니다. 감사합니 다.,18ecadde-_______5.xlsx
가천대학교(성남),경영학과,학생부교과(지역균형),안녕하세요? 오는 길을 어땠나요?(중간에 앉으신 여자분),3시간 정도 일찍 와서 여유롭게 왔습니다. 캠퍼스 구경하며 기다렸다.,18ecadde-_______5.xlsx
가천대학교(성남),경영학과,학생부교과(지역균형),가천바람개비 전형도 지원했네요. 논술 전형은 안썼나요? (중간에 앉으신 여자분),네. 바람개비 전형도 지원했습니다. 논술전형은 쓰지않았습니다 지역균형 전형과 바람개비 전형에 서 합격한다는 마음가짐으로 지원했습니다.,18ecadde-_______5.xlsx
가천대학교(성남),경영학과,학생부교과(지역균형),그럼 첫 번째 질문할게요. 가천대에 지원하게 된 동기가 있나요?(중간에 앉으신 여자분),"네. 질문에 답변드리겠습니다. 3학년 사회문화 시간에 저는 소비자 트렌드, 소비자의 합리적 소비 가 무엇인지에 대해 탐구를 진행한 경험이 있습니다. 이 경험을 바탕으로 저는 소비자의 트렌드를 알아내고 이를 바탕으로 효율적인 마케팅을 진행하기로 다짐하였습니다. 저는 가천대학교의 마케 팅 데이터분석이라는 교과목을 들으며 소비자의 소비트렌드에 대해 분석해 보고 싶습니다. 또한 가천코코네 스쿨에 입학할 수 있도록 노력하여 친구들과 팀을 결성하고 제가 조사해 본 소비자 트 렌드를 바탕으로 실제로 마케팅활동을 진행하여 보며 제가 올바른 방향으로 소비자트렌드를 조사 하였는지 점검하며 가천대 학생들과 함께 성장해 나가고 싶습니다.",18ecadde-_______5.xlsx
가천대학교(성남),경영학과,학생부교과(지역균형),가천대와 관련하여 조사를 했군요. 캠퍼스 둘러봤을 때 가천 코코네 스쿨도 가봤나요? (중간 분),아직 가보지 못했습니다. 제가 지원한 가천바람개비 전형의 면접을 보러 올 때 구경하러 가보겠습 니다.,18ecadde-_______5.xlsx
가천대학교(성남),경영학과,학생부교과(지역균형),아까 3학년 사회문화시간에 소비트렌드를 조사했다고 했는데 자세히 설명해줄 수 있나요? 직접 설문조사를 진행한 건가요? (왼쪽분),"잠시 생각하고 말씀드려도 괜찮을까요? 네 저는 친구들에게 환경적 소비에 관한 인식과 희소한 제 품에 대한 인식, 구매에서 가장 고려하는 부분 등등 4가지 정도의 질문을 구성하여 구글 폼 설문 조사를 이용하여 직접 설문조사를 진행해 보았습니다. 구글 폼을 통하여 온라인 설문조사를 만들 고 제 인스타그램에 업로드하여 친구들에게 설문을 부탁하였습니다. 따라서 오프라인 설문조사보 다 훨씬 수월하고 빠르게 설문조사를 진행할 수 있었던 것 같습니다.",18ecadde-_______5.xlsx
가천대학교(성남),경영학과,학생부교과(지역균형),아 실제로 진행한 활동이군요. 통계분석을 했다고 나와 있는데 사회문화 개념을 적용하여 직접 통 계 분석도 진행하였나요?,통계분석 중 사회문화 개념을 적용시켜 탐구를 진행했다고 명확하게 말씀드리기 어렵지만 사회문 화 개념을 적용한 표본집단과 모집단을 사용한 양적 연구절차 적용시켜 탐구를 진행하였습니다. 구글 폼 설문조사의 경우 결과로 통계가 나오기 때문에 제가 통계를 만들지는 않았습니다. 하지만 이 덕분에 연구를 수월하게 진행할 수 있었습니다.,18ecadde-_______5.xlsx
가천대학교(성남),경영학과,학생부교과(지역균형),전반적으로 마케팅 활동에 초점을 맞추어 활동했네요. 혹시 우리 학교 교과목 중 관심있는 다른 교과목이 있나요?,네 저는 넛지마케팅에 대해 관심이 있습니다. 3학년 동아리 활동중 실제로 넛지마케팅을 실천 해 보아 이에 대한 흥미가 있고 가천대에서 이 과목을 수강하게 된다면 예습한 것을 바탕으로 제 역 량을 잘 실현할 수 있을 것 같습니다.,18ecadde-_______5.xlsx
가천대학교(성남),경영학과,학생부교과(지역균형),교과목을 말한 건데 다른 거를 말씀하셨네요. (세분 다 웃으심),아 제가 교양과목에 대해 말씀드린 것 같습니다. 다른 교과목인 빅데이터경영에 대해 말씀드려도 괜찮으실까요?,18ecadde-_______5.xlsx
가천대학교(성남),경영학과,학생부교과(지역균형),시간이 다 되어서 다른 질문 할게요. 마지막으로 하고 싶은 말이 있나요?,일찍 도착하여 캠퍼스를 둘러보며 캠퍼스와 지하철역이 정말 아름다웠고 교내 지하철역이 정말 편 리 했습니다. 교내 지하철역 등 편한 인프라를 바탕으로 재밌게 대학생 활을 할 수 있을 것 같습 니다. 면접보시느라 고생 많으셨습니다. 감사합니다,18ecadde-_______5.xlsx
가천대학교(성남),경영학과,학생부종합(기회균형),지원동기,제가 가천대학교 경영학과에 지원하게 된 이유는 1학년 교내 마케팅 관련 활도을 하며 마케팅에 관심을 가져 마케팅에대한 심화 탐구를 해왔고 더욱 발전하기 위해 가천대학교 만의 창업 대학인 스타트업칼리지와 가천코코네스쿨을 통해 저의 부족한 점을 보완하고 글로벌 시대에 부합하는 인 재가 될 수 있을거라고 생각해 지원하게 되었습니다.,18ecadde-_______5.xlsx
가천대학교(성남),경영학과,학생부종합(기회균형),축제 학급 부스 홍보 포스터를 어떻게 만들었나요?,"파워포인트로 제작했습니다. 저희 반은 붕어빵을 팔았었는데, 물 속을 배경으로 붕어빵들이 헤엄 치는 것처럼 디자인하였습니다.",18ecadde-_______5.xlsx
가천대학교(성남),경영학과,학생부종합(기회균형),"3학년 때 심리학 들었는데, 무슨 활동 했어요?","심리학 시간에 리디노미네이션에 대해 조사한 적 있습니다. 리디노미네이션은 기존에 존재하던 화 폐의 단위를 바꾸거나 새로운 화폐 단위를 붙여서 가격의 액면가를 줄이는 것을 말합니다. 가격의 액면가를 줄이면 소비자들이 비교적 저렴하다고 인식하기 때문에 소비를 더 촉진시킬 수 있는데, 프랜차이즈 햄버거 브랜드의 ‘사딸라’ 광고를 예로 들 수 있습니다.",18ecadde-_______5.xlsx
